,playlist_name,playlist_id,name,album_name,artist,id,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,y
4369,Yuvan Sad Songs💔,1YTnmmVJDVWeqkjI8eO3YM,Natpukulle,Chennai-600028 (Original Motion Picture Soundtrack),Yuvan Shankar Raja,6za4Yd70PSnqDKFFgILoyR,43,False,0.787,0.388,0,-9.631,1,0.0327,0.0467,2.33e-05,0.113,0.762,114.955,155480,4,0
4370,sad indie songs for sad nights,61wCeISpu6SYd6EtLCqPW8,lavender blood,Luxury Beverage,Fox Academy,4sXwt3StCVkgLyxxvgVXrq,62,False,0.356,0.162,1,-16.848,1,0.0372,0.986,0.0337,0.11,0.205,83.283,158786,4,0
4371,Sad Songs,37i9dQZF1DX7qK8ma5wgG1,If We're Being Honest,If We're Being Honest,Novo Amor,6CfAtjogau9v9kmtZVrNG8,53,False,0.498,0.432,3,-7.297,1,0.0296,0.888,0.617,0.136,0.126,132.928,235053,4,0
4372,sad songs :(,0uVeGcLzYnzdIm23yve8K8,Back to You,Forgive Me for My Honesty,Ivan B,3hX2VFUZi2W5slqkP7hAvw,52,False,0.706,0.56,3,-10.261,1,0.172,0.673,8.57e-06,0.109,0.16,128.01,248059,4,0
4373,sad songs,08HldIXYJL4HRRMTIR1fsq,High Hopes,In A Perfect World (Deluxe),Kodaline,7jDe24vXWUNX8Jl2hZHrIS,0,False,0.488,0.487,4,-6.371,1,0.0305,0.577,0.0,0.193,0.219,77.278,230267,4,0
4374,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,Love poem,Love poem,IU,7HrE6HtYNBbGqp5GmHbFV0,60,False,0.404,0.467,11,-5.276,1,0.0413,0.74,0.0,0.106,0.273,119.994,258239,4,0
4375,sad lofi songs,1nVWPImtwYUYdvCTPHTtpJ,Broke Up,Things That Never Fade Away,Roundrobin,63rJkICeu7CtPSnWPwwiPZ,37,True,0.794,0.47,0,-10.346,1,0.14,0.507,2.97e-06,0.102,0.197,135.029,144556,4,0
4376,sad songs to scream in the car,0v7ALSB6wNw5uLdis40yKs,Love Me or Leave Me,Get Weird (Deluxe),Little Mix,2czTwBUyZHzWXS06IzED4N,0,False,0.517,0.368,9,-5.72,1,0.0291,0.598,0.0,0.0882,0.368,66.996,206493,3,0
4377,sad songs :(,0uVeGcLzYnzdIm23yve8K8,Where I Stand,Midnight Sun (Original Motion Picture Soundtrack),Mia Wray,69aRqqcNYSCWEF4voEZ4Sv,53,False,0.432,0.107,10,-12.403,1,0.0358,0.955,1.08e-05,0.185,0.235,109.589,202867,4,0
4378,Sad Songs for crying hours and heartbreak 💔,0tLAnPmh7VpPKBu8v6pZXd,Just Out of Reach,Just Out of Reach,Narrowhaven,1sI8l2gpjbMwHibu4ncdoE,31,False,0.475,0.302,6,-9.805,1,0.125,0.802,0.0,0.153,0.149,78.06,204157,4,0
4379,sad songs :(,0uVeGcLzYnzdIm23yve8K8,Easier Said Than Done,First & Foremost,Plested,505DTCZsZ0kIRAgOMWzA8O,36,False,0.557,0.447,9,-9.682,1,0.0345,0.437,0.0,0.316,0.345,81.967,201951,4,0
4380,Sad songs for girls ❤️ (Crying music and depressing music),2V54AkhxCDLeORKeBtDZGr,She Gets the Flowers,She Gets the Flowers,Beth McCarthy,19AiJfAtRiccvSU1EWcttT,62,False,0.444,0.384,2,-7.055,1,0.053,0.115,0.0,0.101,0.148,150.644,219882,4,0
4381,Sad songs playlist that will make you cry 💔,4PWQV9dQpT7As9OTZBqrR8,What If I Told You That I Love You,What If I Told You That I Love You,Ali Gatie,74D7JUfU6HYeMx4bZhsHnG,63,False,0.605,0.365,7,-11.144,1,0.111,0.63,6.83e-06,0.0554,0.224,84.628,193668,4,0
4382,Sad songs telugu 😭,2iJLY4qvAy8PFs7VfofY4A,My Love Is Gone,Aarya - 2 (Original Motion Picture Soundtrack),Devi Sri Prasad,0DpBhHvxAOZUhaRh33dIUK,53,False,0.739,0.947,9,-3.41,0,0.0549,0.067,0.0932,0.0536,0.739,132.99,288960,4,0
4383,Sad songs for broken hearts💔,6O3D1ub73Ht0hKvjcI8WMb,Happier - Acoustic,Happier (Acoustic),Ed Sheeran,5weKCP07IGA1565wfI3cZ1,62,False,0.493,0.4,0,-8.117,1,0.0261,0.0425,1.47e-06,0.133,0.15,91.004,206209,4,0
4384,Sad Songs for crying hours and heartbreak 💔,0tLAnPmh7VpPKBu8v6pZXd,I Got So High That I Saw Jesus,I Got So High That I Saw Jesus,Noah Cyrus,0ouTaNuDfXPLnXkKi4AYOO,0,False,0.577,0.384,9,-11.897,1,0.0436,0.314,0.0,0.0809,0.102,139.597,217714,4,0
4385,sad songs to scream while driving ,029YlheFHxopuwLl6ITlXs,you won't be there for me,you won't be there for me,slchld,7vwhqiIfU8HqXhNgyy8ubR,65,False,0.777,0.308,2,-6.483,0,0.0314,0.226,0.0,0.109,0.634,94.933,182646,4,0
4386,Naruto sad songs :(,6blhudL7MBpoYUD1dTlvQ7,Saika,Saika,CokÉ,6Ss3grJToEuYkN6NqvyGOf,0,False,0.422,0.14,0,-17.572,0,0.0317,0.654,0.0126,0.105,0.178,139.944,395494,4,0
4387,sad songs to scream in the car,0v7ALSB6wNw5uLdis40yKs,Wasted,MKTO,MKTO,5tajmvqHF6YW1iiUFzKpCB,64,True,0.313,0.429,6,-7.415,1,0.0343,0.787,0.0,0.0863,0.416,77.27,184213,4,0
4388,Sad Songs😔,54ozEbxQMa0OeozoSoRvcL,Let It Go,Chaos And The Calm,James Bay,40EB7ABUO6MoWMUwPKptJ7,69,False,0.546,0.311,1,-10.396,1,0.0288,0.818,1.65e-05,0.107,0.246,147.464,260533,4,0
4389,sad songs 2021 😢 crying and depressing music,3c0Nv5CY6TIaRszlTZbUFk,Hypocrite,Hypocrite,Ruthie Collins,53DDb5miA71RcSeECKcmMP,42,False,0.51,0.647,1,-5.467,0,0.0318,0.0328,0.0,0.123,0.358,132.769,211799,4,0
4390,Sad songs for girls ❤️ (Crying music and depressing music),2V54AkhxCDLeORKeBtDZGr,Bad Dreams,Bad Dreams,Rachel Lorin,5EeufDdKnji0RENrTwgP1a,43,False,0.668,0.674,5,-4.58,0,0.0465,0.0621,6.77e-06,0.141,0.407,135.992,209118,4,0
4391,Sad songs for broken hearts💔,6O3D1ub73Ht0hKvjcI8WMb,Two Ghosts,Harry Styles,Harry Styles,4B1rpPmQXwj78wk6aIGwwU,75,False,0.386,0.407,6,-7.095,0,0.0268,0.234,1.86e-06,0.0999,0.456,69.387,229813,4,0
4392,sad songs to cry to at 2am,38BAFacbwA5kGf7iqcW7Wj,Too Late,twelvefour,The Paper Kites,0GZlSlTZdE43baosGAgQJa,36,False,0.604,0.135,9,-12.467,0,0.0279,0.689,0.0779,0.111,0.0792,102.971,373867,3,0
4393,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,Insomnia,Dawn,The Rose,7LZEIA2Kqx1PHyI1aPwAbr,0,False,0.374,0.52,3,-4.352,1,0.0308,0.59,0.0,0.195,0.392,70.779,242322,4,0
4394,sad songs to cry to at 2am,38BAFacbwA5kGf7iqcW7Wj,Phone Calls,A Coming of Age,Danny Knutelsky,4NFn6Sw3B28u1gljxSyuOk,42,False,0.38,0.243,0,-12.549,1,0.0613,0.413,0.0,0.103,0.0691,94.687,239280,1,0
4395,Naruto sad songs :(,6blhudL7MBpoYUD1dTlvQ7,Saika,Saika,Crescent Sun,2WXiwSIdEiuyg5wMagdxug,50,False,0.505,0.29,0,-15.491,0,0.037,0.772,0.88,0.0984,0.0377,140.022,150525,3,0
4396,Sad Songs 🥺,6nxPNnmSE0d5WlplUsa5L3,Bad News,Bad News,GLVS,6N7wxbsLdjYJY45DA4aVJ3,18,False,0.464,0.24,6,-11.916,1,0.0343,0.665,0.0,0.0978,0.0992,116.91,178000,3,0
4397,Sad Songs 😢 ,7ABD15iASBIpPP5uJ5awvq,I Need My Girl,Trouble Will Find Me,The National,7rbCL7W893Zonbfnevku5s,1,True,0.523,0.438,0,-11.49,0,0.0356,0.867,0.0723,0.123,0.106,126.028,245240,4,0
4398,Sad songs for girls ❤️ (Crying music and depressing music),2V54AkhxCDLeORKeBtDZGr,Tears on the Melody,Tears on the Melody,Adam Jensen,0lwt3TkS9eNoIq4RfYzTqB,41,False,0.417,0.511,11,-8.464,0,0.0335,0.356,0.00104,0.126,0.353,174.899,179332,3,0
4399,sad songs :(,0uVeGcLzYnzdIm23yve8K8,Paralyzed,Mansion,NF,4wSV5rzG9GW7KIamDBYv1P,0,False,0.504,0.654,0,-6.662,1,0.0476,0.187,6.45e-06,0.102,0.0439,130.027,270453,4,0
4400,Sad Songs 😢 ,7ABD15iASBIpPP5uJ5awvq,Laura,The Haunted Man,Bat For Lashes,0PHTufT46ytsqcH8OsQHvp,48,False,0.459,0.187,7,-9.326,1,0.0361,0.922,0.0,0.0939,0.0625,96.983,266493,4,0
4401,XXXTENTACION saddest songs ,5rl1TnFxMdpXVOwxHPhyfI,,,,2TXMW4GsQGiFPEiam7yjor,0,False,0.495,0.209,1,-16.591,0,0.0297,0.924,0.00885,0.113,0.0493,105.08,182639,4,0
4402,Sad Songs for crying hours and heartbreak 💔,0tLAnPmh7VpPKBu8v6pZXd,Softly,Softly,Thomas Day,1u4hYTnLLLhsOHe2ZRiyJ9,58,False,0.46,0.292,5,-8.362,0,0.0285,0.805,0.0,0.0833,0.306,58.954,237920,4,0
4403,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,Break Up In The Morning,Remember Me,4MEN,3ImaACMfZ1YdTrkVkPGVAR,42,False,0.51,0.475,7,-6.703,1,0.0319,0.739,0.0,0.121,0.218,131.665,282422,4,0
4404,sad songs to cry to,70VaOHyjpsWcmA4gxosExZ,if you don´t,my first songs,yaeow,09Ra291zqGXJCfbwPxksX7,0,False,0.557,0.255,9,-15.11,1,0.0389,0.826,0.916,0.114,0.0702,130.076,83077,4,0
4405,sad songs to cry to,70VaOHyjpsWcmA4gxosExZ,fade away(losing you),my first songs,yaeow,31oKrhZIXnPUDfe9anrAMk,0,False,0.694,0.348,6,-14.657,1,0.0437,0.129,0.16,0.724,0.392,75.039,132800,4,0
4406,sad country songs to cry to.,7kEE6TqULEqEkWETKhXscw,I Miss My Friend,I Miss My Friend,Darryl Worley,0qnoS5hMZMphvKWi0D2LQh,50,False,0.554,0.474,4,-7.843,1,0.025,0.155,1.67e-05,0.0859,0.41,139.832,242927,4,0
4407,sad songs for sad nights ,4yXfnhz0BReoVfwwYRtPBm,Sex Sounds,True 2 Myself,Lil Tjay,5JtvedSVWW9McnoEAPJwQm,78,True,0.857,0.427,8,-8.638,1,0.112,0.281,0.0,0.108,0.366,130.033,162453,4,0
4408,sad songs to scream while driving ,029YlheFHxopuwLl6ITlXs,you were good to me,you were good to me,Jeremy Zucker,6tNgjrWXWHx2zR52Q6qCLG,0,False,0.46,0.0834,2,-15.095,1,0.0433,0.909,1.98e-05,0.112,0.21,98.329,219173,4,0
4409,sad songs to scream while driving ,029YlheFHxopuwLl6ITlXs,Somebody Else,Somebody Else,Jonny Brenns,7nXhRLjAJa6C149SwNcIRc,49,False,0.536,0.152,0,-14.562,1,0.0463,0.94,0.0,0.0915,0.255,113.197,195709,4,0
4410,Sad songs playlist that will make you cry 💔,4PWQV9dQpT7As9OTZBqrR8,GORGEOUS,GORGEOUS,DEPTH,4b141ud6vv8ZAyP12YtbpC,48,True,0.703,0.717,0,-4.898,1,0.0382,0.411,0.0,0.163,0.575,119.967,136000,4,0
4411,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,Sunset,"Crash Landing on You (Original Television Soundtrack), Pt. 3",DAVICHI,27srzsrTPJ2KiABGZ0rP5a,1,False,0.479,0.292,8,-8.161,1,0.031,0.894,0.0,0.121,0.206,131.855,216735,4,0
4412,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,Because I love you,Because I love you,LEEWOO,3LpA7aIbz5nR8WdNLPQzhd,0,False,0.457,0.481,0,-6.759,1,0.0333,0.615,0.0,0.113,0.29,130.104,257947,4,0
4413,Sad Hindi Songs - a little broken 🥺,4YOfhHpjPB0tq29NPpDY3F,Kaisi Hogi,Kaisi Hogi,AP,28FcTBcw1JSbmw2kHFFUPP,23,False,0.521,0.475,9,-8.42,1,0.0284,0.359,5.84e-06,0.0484,0.309,95.009,266306,4,0
4414,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,sorry,Void,The Rose,54SuHqxVjZVNDyIUVpSgpJ,1,False,0.379,0.631,10,-4.701,1,0.0339,0.462,0.0,0.305,0.359,173.896,215475,4,0
4415,Sad Tamil Songs 🥀,6ybCs40CUSVISYNRoqtQAZ,Kaatrukullai,Sarvam,Yuvan Shankar Raja,3tOR1zae8trHZweUByE0Zv,38,False,0.805,0.588,5,-5.786,0,0.0311,0.431,0.00124,0.118,0.518,119.99,264532,4,0
4416,sad songs to cry to at 3am🙇🏻‍♂️,2wrVuCkPOkh1jHp8qI8e0z,Running Through the Rain,Running Through the Rain,Powfu,3CiQkOk8052PNIC2QK8w8h,45,False,0.584,0.398,0,-8.673,1,0.0283,0.855,0.00112,0.116,0.145,133.049,135338,4,0
4417,sad songs that </3 my heart,3wimKpX6qv4YfsHTdmmqwu,Breakaway,"Love, me",Lennon Stella,5uilW4SoCOzwDl15VwjBTS,51,False,0.685,0.357,8,-10.917,0,0.0717,0.416,0.0026,0.107,0.282,163.993,226733,4,0
4418,sad lofi songs,1nVWPImtwYUYdvCTPHTtpJ,You Don't Want Me Anymore,You Don't Want Me Anymore,Snøw,0K4gxQ2u3545b0GAu85ObO,70,True,0.685,0.23,0,-12.525,0,0.0388,0.367,0.000971,0.101,0.0417,96.085,165000,4,0
4419,sad songs to cry to at 2am,38BAFacbwA5kGf7iqcW7Wj,Lights Are On,Z-Sides,Tom Rosenthal,4IhTXiZLKATmwhMZIb1GQN,81,False,0.44,0.04,3,-16.887,1,0.0322,0.981,0.465,0.111,0.249,135.965,193749,4,0
4420,Sad songs for girls ❤️ (Crying music and depressing music),2V54AkhxCDLeORKeBtDZGr,Jade,Jade,Taylor Castro,1EP5xEYpW1uEYHAZIVEQqc,40,False,0.465,0.48,0,-6.607,1,0.0258,0.289,0.0,0.122,0.289,144.221,251398,4,0
4421,sad lofi songs,1nVWPImtwYUYdvCTPHTtpJ,Doughnuts,"YorWaves, Vol. 2",WaveWalker,4C0igB8S7gg6uyy9nlxaw1,38,False,0.517,0.421,11,-12.293,1,0.111,0.932,0.0652,0.157,0.165,111.926,175196,1,0
4422,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,The Way To Say Goodbye,The Way To Say Goodbye,Onestar,70a9hCn5BMXNDROcckHmAO,35,False,0.292,0.564,4,-5.136,1,0.0332,0.54,0.0,0.108,0.232,132.239,307118,4,0
4423,sad songs to scream while driving ,029YlheFHxopuwLl6ITlXs,Couple of Kids,Couple of Kids,Maggie Lindemann,0aLJRIFLFZ0Tjr8XZb2uMX,59,False,0.62,0.422,4,-4.525,1,0.0309,0.64,9.05e-06,0.213,0.234,128.154,222656,4,0
4424,sad songs to cry to,70VaOHyjpsWcmA4gxosExZ,When I'm No Longer Here,When I'm No Longer Here,yaeow,091BHawNKMMYOPh1W2N4jr,0,False,0.779,0.288,1,-12.991,0,0.447,0.613,0.00443,0.105,0.517,124.897,159360,4,0
4425,sad songs 2021 😢 crying and depressing music,3c0Nv5CY6TIaRszlTZbUFk,Slow Gazing,Slow Gazing,KIIRA,2pLB8MxI6P6qT5BkStEcQD,42,False,0.661,0.595,9,-6.835,1,0.0372,0.557,0.000115,0.0941,0.339,127.085,170079,4,0
4426,Sad Songs 😢 ,7ABD15iASBIpPP5uJ5awvq,Home,Home,Ben Abraham,0IUcYj29jSob9PYlZ4JdWI,7,False,0.597,0.131,7,-20.367,1,0.033,0.922,0.206,0.25,0.524,133.827,154213,3,0
4427,sad songs to scream in the car,0v7ALSB6wNw5uLdis40yKs,Silence,Silence,Marshmello,7vGuf3Y35N4wmASOKLUVVU,81,False,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823,4,0
4428,sad songs to cry to at 2am,38BAFacbwA5kGf7iqcW7Wj,July,July,Noah Cyrus,5a6pdCHlWS2ekOOQ70QnAr,3,False,0.708,0.186,9,-8.953,0,0.0422,0.868,0.0,0.0779,0.321,72.541,156107,4,0
4429,Sad Hindi Songs - a little broken 🥺,4YOfhHpjPB0tq29NPpDY3F,"Ae Dil Hai Mushkil Title Track (From ""Ae Dil Hai Mushkil"")","Ae Dil Hai Mushkil Title Track (From ""Ae Dil Hai Mushkil"")",Pritam,79jYT83v4bMOWEgwjQxSx2,61,False,0.495,0.654,3,-6.639,0,0.0679,0.713,0.0,0.165,0.35,123.896,269032,4,0
4430,sad country songs to cry to.,7kEE6TqULEqEkWETKhXscw,The Man I Want to Be,The Man I Want To Be,Chris Young,5zMRkxgFscsPItPsMy4ItS,59,False,0.489,0.498,7,-5.055,1,0.0259,0.635,1.91e-06,0.0915,0.248,141.883,207213,4,0
4431,Sad Hindi Melodies,37i9dQZF1DXdFesNN9TzXT,"Lakeeran (From ""Haseen Dillruba"")","Lakeeran (From ""Haseen Dillruba"")",Asees Kaur,48VKLG3tubhJd3zA3FvBvr,43,False,0.585,0.371,4,-9.896,1,0.0371,0.717,3.69e-06,0.203,0.346,80.052,212172,4,0
4432,sad slowed songs to sleep to,1MNjeV3vCsk4TEQ2tiKQss,where is my love (w rain) - slowed n reverb,where is my love (w rain) [slowed n reverb],lofi.sad,6SbpI1pW4mE8EJqM2lyafn,41,False,0.282,0.257,10,-16.367,1,0.0299,0.824,0.651,0.596,0.144,78.225,320320,4,0
4433,Sad songs to make you cry,16hBhAXKivud4TBL5LpBYM,Hunger,Hunger,Ross Copperman,7k9GuJYLp2AzqokyEdwEw2,58,False,0.442,0.632,1,-6.77,1,0.0295,0.426,0.00419,0.0735,0.196,78.899,205594,4,0
4434,sad songs for sad nights ,4yXfnhz0BReoVfwwYRtPBm,Hope,?,XXXTENTACION,2ZRo7axmMPeSVUvDbGkJah,86,True,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,110886,4,0
4435,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,You don't know (Inst.),Dr. Romantic 2 OST Part.7,Monday Kiz,23Y3b51HqNhq3srljYqUyx,15,False,0.522,0.494,7,-7.924,1,0.0257,0.401,0.968,0.353,0.13,138.053,215978,4,0
4436,Sad Songs for crying hours and heartbreak 💔,0tLAnPmh7VpPKBu8v6pZXd,Goodnight,Goodnight,Rnla,41yPFyPiuuRPwSn43Tc4xj,46,False,0.594,0.281,9,-15.698,1,0.359,0.678,0.176,0.126,0.241,99.173,135236,4,0
4437,sad songs to scream while driving ,029YlheFHxopuwLl6ITlXs,Stay,Stay,Gracie Abrams,0Uon5NsSAkBDx69XYOaQ5P,70,False,0.618,0.37,10,-10.5,1,0.0543,0.883,0.0,0.123,0.433,114.26,177153,4,0
4438,sad songs for sad nights ,4yXfnhz0BReoVfwwYRtPBm,Older,Older,Sasha Alex Sloan,52iLDrSoRtf9lcgFuLVfqE,71,False,0.681,0.292,11,-9.599,1,0.0483,0.743,0.0,0.0974,0.162,64.002,191002,4,0
4439,Sad Hindi Songs - a little broken 🥺,4YOfhHpjPB0tq29NPpDY3F,Kaisi Hai Ye Udaasi,Karthik Calling Karthik,Kailash Kher,5q92JEyY1Cqm5XTcNo012d,35,False,0.556,0.357,2,-11.557,1,0.0393,0.284,0.00334,0.109,0.15,84.936,365018,4,0
4440,sad tiktok songs 2021,1T3sDN0j3hzg6NE3dbiSmX,Heavy,Heavy,Peach PRC,70f71uZ7egz2Vshwx4D425,64,False,0.454,0.354,3,-9.656,1,0.0349,0.706,0.0,0.102,0.205,78.197,172522,4,0
4441,Sad Tamil songs🥲,0kmOyJVmY9h8X9XF05EPqs,Evano Oruvan,Alaipayuthey (Original Motion Picture Soundtrack),Swarnalatha,17ELCUu6FCdjJ8UzOVjccZ,34,False,0.605,0.337,10,-13.803,0,0.0586,0.435,4.04e-05,0.17,0.372,114.911,355973,4,0
4442,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,Stay With Me,"Guardian (Original Television Soundtrack), Pt. 1",CHANYEOL,1HYzRuWjmS9LXCkdVHi25K,74,False,0.558,0.526,0,-4.686,0,0.033,0.431,0.0,0.126,0.202,124.709,192441,4,0
4443,sad Korean songs,0oX1LhMuCp3uCJyuNwgLdF,Growing,[RE:],K.Will,1z7Se5atTjuRjmRkONnHKs,34,False,0.44,0.574,3,-5.698,1,0.0334,0.709,0.0,0.281,0.234,133.958,234921,4,0
4444,sad songs to cry to,70VaOHyjpsWcmA4gxosExZ,Head In The Clouds,Changes - EP,Hayd,3CeKc83EsgRPItgvlDHo5B,57,False,0.778,0.134,4,-17.927,1,0.0506,0.967,0.00352,0.0936,0.287,116.078,184559,4,0
4445,sad songs to scream while driving ,029YlheFHxopuwLl6ITlXs,Nothing Compares 2 U,I Do Not Want What I Haven't Got,Sinéad O'Connor,3nvuPQTw2zuFAVuLsC9IYQ,73,False,0.511,0.574,5,-7.016,1,0.0273,0.0425,2.33e-05,0.105,0.161,119.917,280040,4,0
4446,Sad Songs😔,54ozEbxQMa0OeozoSoRvcL,Summer Nights,Letters I Never Sent U,Hayne,001GvRtc0EJt8fvzjymQbF,41,False,0.718,0.132,11,-20.115,1,0.0466,0.984,0.759,0.161,0.114,108.953,149730,4,0
4447,Sad songs playlist that will make you cry 💔,4PWQV9dQpT7As9OTZBqrR8,Sunrise,Sunrise,LJ,2GfFLGnW95Oq7IboDBIPHQ,45,True,0.791,0.221,0,-17.68,1,0.106,0.378,0.0,0.0894,0.46,143.903,220542,4,0
4448,Sad Hindi Songs - a little broken 🥺,4YOfhHpjPB0tq29NPpDY3F,Rula Ke Gaya Ishq,Rula Ke Gaya Ishq,Stebin Ben,68cy4S3cwPZdMGuIH9izml,58,False,0.409,0.484,3,-7.828,1,0.0314,0.769,0.000138,0.0877,0.272,153.651,247013,4,0
4449,Sad Tamil Songs 🥀,6ybCs40CUSVISYNRoqtQAZ,Indru Netru Naalai,Indru Netru Naalai (Original Motion Picture Soundtrack),Shankar Mahadevan,0jCZ3xX2xZTWMUnQMk1Vig,51,False,0.536,0.591,0,-5.377,0,0.0292,0.463,0.0,0.133,0.347,128.056,185216,4,0
4450,sad songs for sad nights ,4yXfnhz0BReoVfwwYRtPBm,Someone To Stay,Someone To Stay,Vancouver Sleep Clinic,7tMbZ0RGW0jFsBw7ipEPEV,61,False,0.436,0.473,1,-7.24,1,0.0307,0.588,4.35e-05,0.103,0.242,108.906,254013,4,0
4451,sad songs to scream in the car,0v7ALSB6wNw5uLdis40yKs,Day One,Day One,Witness,0nPboCNtb3pMcGMNaR1RU7,46,False,0.565,0.7,5,-8.287,1,0.0582,0.378,0.0,0.102,0.51,136.004,129798,4,0
4452,Sad Songs😔,54ozEbxQMa0OeozoSoRvcL,Can We Be Friends?,Can We Be Friends?,KIRBY,3duX8VcciDvnz1GSsiewQr,34,False,0.618,0.383,9,-8.519,1,0.0697,0.387,1.55e-05,0.0987,0.297,65.525,176826,4,0
4453,Yuvan Sad Songs💔,1YTnmmVJDVWeqkjI8eO3YM,Pogadhe,Deepavali (Original Motion Picture Soundtrack),Yuvan Shankar Raja,5BYyEjrCDVqtppYcxsXqZs,58,False,0.655,0.518,4,-8.084,1,0.0349,0.724,2.8e-06,0.145,0.122,80.152,330400,4,0
4454,Sad Songs😔,54ozEbxQMa0OeozoSoRvcL,Cold Winters,Letters I Never Sent U,Hayne,01JWGpYoGswjCR2EXfhEMl,41,False,0.42,0.217,9,-15.972,1,0.047,0.856,0.0225,0.283,0.283,91.081,125340,4,0
4455,"Happy Songs ☺ (80s, 90s, 2000s, 2010s & 2020s)  ☺  Best Happy Hits & Oldies Songs",4AnAUkQNrLKlJCInZGSXRO,Woo Hoo,Kill Bill Vol. 1 Original Soundtrack (PA Version),The 5.6.7.8's,6S9lcjREUTU4Yv5y7oMcv2,48,False,0.566,0.811,11,-9.849,0,0.0435,0.732,0.638,0.596,0.961,127.944,119387,4,1
4456,Happy Songs 2021 - Good Vibes and Upbeat Music for a Good Mood 😊,7s09coXLGbofhNrwSusr4G,Shape of You,Shape of You,Sonic Scenario,7xeTeRZsJJBEo2MkIdzP5Z,48,False,0.723,0.937,1,-3.512,0,0.0525,0.0491,1.67e-06,0.0568,0.52,118.018,183051,4,1
4457,happy songs that aren't about love,0eRP88vPgko5V5WykV7p2S,Los Angeles,Women In Music Pt. III,HAIM,3RXozqS8icK2YGcIggW7KM,50,False,0.713,0.691,11,-5.011,1,0.0381,0.0311,0.000927,0.0987,0.517,99.968,200000,4,1
4458,happy songs that aren't about love,0eRP88vPgko5V5WykV7p2S,Old Friends,Magic,Ben Rector,4MZQ3lHA1TYO6yyedtmBYg,41,False,0.469,0.403,8,-10.047,1,0.0483,0.132,4.71e-05,0.116,0.208,147.429,224744,4,1
4459,Happy songs to play while u sleep ,0fEmBWfjziyCvChrZdisF4,Breakup Mashup,Best of 2019,Pomplamoose,0blYYDBo9Bbz76CWqD9vLU,0,True,0.572,0.574,7,-7.124,1,0.107,0.0773,0.0035,0.153,0.528,117.991,174353,4,1
4460,happy songs to get over it ,2xxYVVtoh3UV1n7NDHbvz7,No Matter Where You Are,No Matter Where You Are,Us The Duo,2XW4AAjfBQTzp7Oe1tU702,59,False,0.693,0.664,4,-5.852,1,0.0336,0.0309,0.0,0.223,0.436,132.059,178827,4,1
4461,Happy songs for gays & dads named joe,1VktPz6bl3kwuT6CHXaklA,Lola,"Lola Versus Powerman and the Moneygoround, Pt. One",The Kinks,0UAJH0k4k3slcE83a9UGCe,71,False,0.474,0.917,9,-4.19,1,0.0395,0.582,0.231,0.201,0.902,152.113,241040,4,1
4462,Happy Hits!,37i9dQZF1DXdPec7aLTmlC,Tangerine Skies,Tangerine Skies,Declan J Donovan,2VvHa9p1kkTmaCMq0exODA,59,False,0.756,0.815,6,-5.122,1,0.046,0.0578,2e-05,0.387,0.927,120.002,192000,4,1
4463,HAPPY SONGS,7vBShQfXqgKHshNTD9JnWQ,Sugar,V (Asia Tour Edition),Maroon 5,5d6Mjuu2uCGRPYpFjGpCX5,68,True,0.748,0.788,1,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120.076,235493,4,1
4464,Surf Music Chill Happy Songs :),2TZTHN5PEkHR3noId355PD,Slow Right Down,Slow Right Down,The Wave Machine,4lH6jAta9rAY5ga4AA030B,28,False,0.794,0.54,8,-7.129,1,0.0417,0.443,2.52e-06,0.0809,0.63,107.094,200768,4,1
4465,Wake Up Happy,37i9dQZF1DX0UrRvztWcAU,Too Late For Love,Too Late For Love,John Lundvik,6Jf8Y84YSdqeJfEPDJFEZu,0,False,0.401,0.746,0,-4.155,1,0.0734,0.197,0.0,0.0657,0.417,104.252,178133,4,1
4466,HAPPY SONGS CLEAN,3bz3tsFgmaDQ7Cy9S5xYFr,Angel of Mine,The Boy Is Mine,Monica,1AM1o0mKbgAK5oMpY8B3Z7,67,False,0.592,0.562,10,-6.869,0,0.0239,0.00373,3.23e-05,0.223,0.208,90.16,250173,4,1
4467,HAPPY SONGS THAT MAKE YOU FORGET YOU HATE YOUR JOB,6kTimgeEnsD7JsEQlvCBoS,dog cuddles,dog cuddles,dad sports,23Z8zUlaNReUNgLcFFkcqx,52,False,0.644,0.583,1,-11.981,1,0.0462,0.595,0.921,0.11,0.915,158.043,151714,4,1
